ace	0
addicks	1
aldine	0
algoa	1
alleyton	1
aloe	0
altair	0
alvin	0
anahuac	1
angleton	1
aransas pass	1
atascocita	1
austwell	0
bacliff	1
bailey prairie	1
bammel	0
banquete	0
barrett	1
bastrop	1
batson	1
bayou vista	1
bayside terrace	1
baytown	1
beach city	1
beasley	1
beaumont	1
beaumont place	0
bebe	0
bedias	1
beeville	1
bellaire	1
bellville	1
berclair	1
bessmay	1
bevil oaks	1
bleakwood	1
blessing	0
blue berry hill	1
boling	0
bolivar peninsula	1
bon wier	0
bonney	0
brazoria	1
brazos country	0
bridge city	1
brookeland	1
brookshire	1
brookside village	1
browndell	1
bunker hill village	1
camp swift	1
carmine	0
cat spring	0
central gardens	0
channelview	1
chapman ranch	1
cinco ranch	1
cistern	0
clear lake city	1
clear lake shores	1
cloverleaf	0
clute	1
coady	0
colmesneil	1
conroe	0
corpus christi	1
corrigan	0
cost	0
cranell	0
cuero	1
cumings	0
cut and shoot	0
daisetta	1
dallardsville	1
danevang	1
dayton lakes	1
deer park	1
del sol colonia	0
devers	1
dewalt	0
dime box	0
double bayou	1
doucette	0
driscoll	1
east bernard	1
edgewater estates	1
edna	0
edroy	0
el campo	0
el lago	0
ellinger	1
estes	0
evadale	1
ezzell	1
fairchilds	0
falman	0
fannett	1
fannin	1
farrsville	1
fifth street	0
first colony	0
flatonia	1
francitas	1
fred	0
friendswood	1
fulshear	1
galena park	1
galveston	1
ganado	0
giddings	1
goliad	1
gonzales	0
grayburg	1
greatwood	1
gregory	0
groves	0
guadalupe	0
hallettsville	1
hankamer	1
hedwig village	1
hemphill	1
high island	0
hillister	1
hills prairie	1
hilshire village	1
hitchcock	0
hochheim	0
hockley	0
holiday beach	1
holiday lakes	1
houmont park	1
houston	1
humble	0
hungerford	1
hunters creek village	1
iago	0
inez	0
ingleside on-the-bay	1
iowa colony	1
jacinto city	1
jamaica beach	1
jersey village	1
jones creek	1
juliff	1
kamey	0
karnes city	1
katy	0
keenan	0
kemah	0
kendleton	0
kenedy	0
kenefick	1
kingsville	1
kingwood	1
kinwood	1
kirbyville	1
kohrville	1
kountze	0
la marque	0
la paloma addition colonia	0
la porte	0
la ward	0
lake jackson	1
lakewood heights	1
lane city	0
league city	0
lenz	0
lindenau	1
lissie	1
lockhart	0
loeb	0
lolita	0
loma linda colonia	1
long mott	1
louise	0
luling	0
magasco	1
magnolia	0
manvel	0
martindale	1
matagorda	1
mathis	0
mauriceville	1
mcdade	0
mcfaddin	0
mcnair	0
meadows place	0
milam	0
mission bend	1
missouri city	0
mont belvieu	1
moonshine hill	1
morgan farm colonia	1
morgans point	1
mount houston	1
muldoon	0
nada	0
nassau bay	0
navasota	1
nederland	1
needville	1
new caney	1
new taiton	1
new territory	0
new waverly	1
new willard	1
niederwald	1
nixon	0
nordheim	0
normanna	0
north cleveland	1
north houston	1
north san pedro	1
nursery	0
oak ridge north	0
odem	0
old ocean	0
old river-winfree	1
orchard	0
oyster creek	0
paisano park colonia	1
palacios	0
panorama village	1
papalote	0
pasadena	1
pattison	0
patton village	1
pearland	1
pecan grove	0
petronila	1
pettus	1
pine forest	0
pineland	0
pinewood estates	1
piney point village	1
placedo	0
pleak	0
pledger	0
plum grove	0
point comfort	1
port alto	1
port aransas	1
port arthur	1
port bolivar	1
port lavaca	1
port neches	1
port o'connor	1
porter heights	0
prairie view	0
quail creek	0
quintana	1
rancho banquete	1
rancho chico	1
refugio	0
ricardo	0
richwood	1
robstown	1
rockport	1
roganville	1
roman forest	1
romayor	1
rosanky	1
rose hill acres	1
rosenberg	0
rosharon	1
round top	0
runge	0
rutersville	1
sabine	0
sabine pass	1
sam rayburn	0
san felipe	0
san leon	0
san patricio	0
saturn	0
schulenburg	1
seadrift	0
sealy	0
segno	0
shenandoah	1
shepherd	0
shiner	0
shiro	0
shoreacres	1
sienna plantation	1
silsbee	1
simonton	1
sinton	1
smiley	0
smith point	1
sour lake	1
south houston	1
south toledo bend	1
southside place	1
speaks	0
splendora	0
spring	0
spurger	0
stairtown	0
stephen creek	1
stowell	0
string prairie	0
sublime	0
sugar land	0
sweeny	0
swiss alp	0
tamina	0
taylor lake village	1
taylor landing	1
telferner	1
texas city	1
the woodlands	0
tierra grande	0
tiki island	0
todd mission	1
togo	0
tomball	1
town west	0
tradewinds	0
trammels	0
tuleta	1
tulsita	1
tynan	1
uhland	1
van vleck	1
vidaurri	1
vidor	1
village mills	0
votaw	1
waelder	1
wallis	0
warda	1
weesatche	1
weimar	0
west livingston	1
west university place	1
westhoff	0
weston lakes	0
wild peach village	0
willis	0
winnie	0
woodbranch	1
woodloch	1
woodsboro	1
wyldwood	1
yoakum	1